I,II,III,aVR,aVL,aVF,v1,v2,v3,v4,v5,v6
-0.0005039079365079,-0.000452071062271,-0.0004014539682539,0.0004757809279609,-5.166615384615356e-05,-0.0004255326007326,-0.0006158119658119,-0.0006995126984126,-0.0006896248595848,-0.0004772825396825,-0.0005099195360195,-0.0005038542124542
-0.0004917654212454,-0.0004277995115995,-0.0003923301587301,0.000457599096459,-4.862664224664196e-05,-0.0004103349206349,-0.0006005689865689,-0.0006843063492063,-0.0006745016605616,-0.0004651985347985,-0.0005008675213675,-0.0004978195360195
-0.0004826585347985,-0.0004126297924297,-0.0003862476190476,0.0004454778754578,-4.862664224664196e-05,-0.0003981767765567,-0.0005944717948717,-0.0006721412698412,-0.0006654277411477,-0.0004561355311355,-0.0004948328449328,-0.0004917848595848
-0.0004735516483516,-0.0004035279609279,-0.000380165079365,0.0004363869597069,-4.558713064713037e-05,-0.0003920977045177,-0.0006036175824175,-0.0006660587301587,-0.0006593784615384,-0.0004500935286935,-0.0004857808302808,-0.0004827328449328
-0.0004765872771672,-0.0003883582417582,-0.0003649587301587,0.0004303263492063,-5.470566544566516e-05,-0.00037690002442,-0.0006066661782661,-0.0006569349206349,-0.0006472799023199,-0.0004380095238095,-0.0004737114774114,-0.0004736808302808
-0.0004796229059829,-0.0003822903540903,-0.0003558349206349,0.0004303263492063,-6.078468864468836e-05,-0.0003677814163614,-0.0006127633699633,-0.0006508523809523,-0.0006382059829059,-0.0004289465201465,-0.0004706941391941,-0.0004706634920634
-0.0004765872771672,-0.0003944261294261,-0.0003679999999999,0.0004333566544566,-5.470566544566516e-05,-0.0003799395604395,-0.0006402007326007,-0.0006721412698412,-0.0006503045421245,-0.0004380095238095,-0.0004797461538461,-0.0004766981684981
-0.0004796229059829,-0.0004156637362637,-0.0003923301587301,0.0004454778754578,-4.254761904761877e-05,-0.0004042558485958,-0.0006706866910866,-0.0006964714285714,-0.0006684523809523,-0.0004531145299145,-0.0004887981684981,-0.0004827328449328
-0.0004856941636141,-0.0004277995115995,-0.0003984126984126,0.0004545687912087,-4.254761904761877e-05,-0.0004133744566544,-0.0006706866910866,-0.0007025539682539,-0.0006775263003663,-0.0004591565323565,-0.0004918155067155,-0.0004857501831501
-0.0004887297924297,-0.0004460031746031,-0.0004105777777777,0.00046669001221,-3.950810744810717e-05,-0.0004285721367521,-0.000667638095238,-0.0007116777777777,-0.0006956741391941,-0.0004712405372405,-0.0005008675213675,-0.0004948021978021
-0.0004887297924297,-0.0004702747252747,-0.0004349079365079,0.0004788112332112,-2.735006105006077e-05,-0.0004528884249084,-0.0006737352869352,-0.0007268841269841,-0.0007168466178266,-0.0004923875457875,-0.0005159542124542,-0.0005098888888888
-0.000494801050061,-0.0004702747252747,-0.0004318666666666,0.0004818415384615,-3.0389572649572364e-05,-0.0004498488888888,-0.0006706866910866,-0.0007268841269841,-0.0007198712576312,-0.0004923875457875,-0.0005159542124542,-0.0005098888888888
-0.0004978366788766,-0.0004611728937728,-0.000413619047619,0.0004788112332112,-4.254761904761877e-05,-0.0004376907448107,-0.0006706866910866,-0.0007268841269841,-0.0007107973382173,-0.0004833245421245,-0.0005069021978021,-0.0005008368742368
-0.0004917654212454,-0.0004702747252747,-0.0004318666666666,0.0004788112332112,-3.0389572649572364e-05,-0.0004498488888888,-0.0006767838827838,-0.0007329666666666,-0.0007198712576312,-0.0004923875457875,-0.0005159542124542,-0.0005068715506715
-0.0004856941636141,-0.0004945462759462,-0.000459238095238,0.0004879021489621,-1.2152503052502767e-05,-0.0004772047130647,-0.0006767838827838,-0.0007390492063492,-0.000738019096459,-0.0005074925518925,-0.0005310409035409,-0.0005249755799755
-0.0004917654212454,-0.0005127499389499,-0.0004714031746031,0.0005000233699633,-9.11299145299117e-06,-0.0004924023931623,-0.0006767838827838,-0.000748173015873,-0.000747093015873,-0.0005195765567765,-0.0005431102564102,-0.0005340275946275
-0.0005039079365079,-0.0005157838827838,-0.0004622793650793,0.0005091142857142,-2.1271037851037568e-05,-0.0004893628571428,-0.0006737352869352,-0.0007512142857142,-0.000747093015873,-0.0005165555555555,-0.0005400929181929,-0.0005340275946275
-0.000519086080586,-0.0005157838827838,-0.0004531555555555,0.0005151748962148,-3.342908424908396e-05,-0.0004832837851037,-0.0006706866910866,-0.0007512142857142,-0.000747093015873,-0.0005165555555555,-0.0005400929181929,-0.0005310102564102
-0.0005281929670329,-0.0005157838827838,-0.0004409904761904,0.0005212355067155,-4.254761904761877e-05,-0.0004772047130647,-0.0006645894993894,-0.0007542555555555,-0.0007440683760683,-0.0005165555555555,-0.0005370755799755,-0.0005279929181929
-0.0005433711111111,-0.0005248857142857,-0.0004349079365079,0.0005333567277167,-5.470566544566516e-05,-0.0004802442490842,-0.0006584923076923,-0.0007542555555555,-0.000747093015873,-0.0005195765567765,-0.0005431102564102,-0.0005340275946275
-0.0005555136263736,-0.0005400554334554,-0.0004379492063492,0.0005454779487179,-5.774517704517676e-05,-0.0004893628571428,-0.0006554437118437,-0.000760338095238,-0.0007531422954822,-0.0005256185592185,-0.0005521622710622,-0.0005430796092796
-0.0005615848840048,-0.0005521912087912,-0.000447073015873,0.0005545688644688,-5.774517704517676e-05,-0.0004984814652014,-0.0006493465201465,-0.0007633793650793,-0.0007561669352869,-0.0005316605616605,-0.0005612142857142,-0.0005521316239316
-0.0005433711111111,-0.0005521912087912,-0.0004622793650793,0.0005454779487179,-3.950810744810717e-05,-0.00050760007326,-0.0006523951159951,-0.0007633793650793,-0.0007622162148962,-0.0005346815628815,-0.0005612142857142,-0.0005521316239316
-0.0005342642246642,-0.0005491572649572,-0.0004683619047619,0.0005394173382173,-3.342908424908396e-05,-0.00050760007326,-0.0006584923076923,-0.0007633793650793,-0.0007622162148962,-0.0005316605616605,-0.0005581969474969,-0.0005521316239316
-0.0005342642246642,-0.0005461233211233,-0.0004653206349206,0.0005394173382173,-3.342908424908396e-05,-0.0005045605372405,-0.0006615409035409,-0.000760338095238,-0.0007622162148962,-0.0005346815628815,-0.0005551796092796,-0.0005460969474969
-0.0005372998534798,-0.0005461233211233,-0.0004622793650793,0.0005394173382173,-3.6468595848595565e-05,-0.0005045605372405,-0.0006584923076923,-0.0007633793650793,-0.0007622162148962,-0.0005346815628815,-0.0005551796092796,-0.0005460969474969
-0.0005433711111111,-0.0005400554334554,-0.0004531555555555,0.0005394173382173,-4.558713064713037e-05,-0.0004954419291819,-0.0006554437118437,-0.0007633793650793,-0.0007591915750915,-0.0005316605616605,-0.0005551796092796,-0.0005491142857142
-0.0005342642246642,-0.0005309536019536,-0.0004531555555555,0.0005303264224664,-3.950810744810717e-05,-0.0004924023931623,-0.0006554437118437,-0.0007664206349206,-0.0007561669352869,-0.0005316605616605,-0.0005551796092796,-0.0005491142857142
-0.0005281929670329,-0.0005279196581196,-0.0004561968253968,0.0005272961172161,-3.6468595848595565e-05,-0.0004924023931623,-0.0006584923076923,-0.0007633793650793,-0.0007561669352869,-0.0005316605616605,-0.0005551796092796,-0.0005491142857142
-0.0005312285958485,-0.0005218517704517,-0.0004409904761904,0.0005242658119658,-4.558713064713037e-05,-0.0004802442490842,-0.0006584923076923,-0.000760338095238,-0.000747093015873,-0.0005225975579975,-0.0005461275946275,-0.0005400622710622
-0.0005494423687423,-0.0005157838827838,-0.0004166603174603,0.0005303264224664,-6.686371184371155e-05,-0.0004650465689865,-0.0006523951159951,-0.000760338095238,-0.000738019096459,-0.0005105135531135,-0.0005370755799755,-0.0005310102564102
-0.0005524779975579,-0.0005157838827838,-0.0004166603174603,0.0005333567277167,-6.686371184371155e-05,-0.0004650465689865,-0.0006493465201465,-0.000760338095238,-0.0007410437362637,-0.0005105135531135,-0.0005370755799755,-0.0005310102564102
