I,II,III,aVR,aVL,aVF,v1,v2,v3,v4,v5,v6
-0.0004340884737484,-0.0003822903540903,-0.0003984126984126,0.0004060839072039,-1.823152625152597e-05,-0.0003890581684981,-0.0004176532356532,-0.0002220333333333,-0.0003871608791208,-0.0003926945054945,-0.0004706941391941,-0.0005189409035409
-0.0004401597313797,-0.0003762224664224,-0.0003832063492063,0.0004060839072039,-2.735006105006077e-05,-0.0003799395604395,-0.000411556043956,-0.0001916206349206,-0.0003720376800976,-0.0003806105006105,-0.0004586247863247,-0.0005098888888888
-0.0004340884737484,-0.0003640866910866,-0.000380165079365,0.0003969929914529,-2.735006105006077e-05,-0.0003708209523809,-0.0004085074481074,-0.0001703317460317,-0.0003599391208791,-0.0003745684981684,-0.0004525901098901,-0.0005008368742368
-0.0004280172161172,-0.0003519509157509,-0.0003740825396825,0.000387902075702,-2.735006105006077e-05,-0.0003617023443223,-0.0004054588522588,-0.0001490428571428,-0.0003538898412698,-0.0003715474969474,-0.0004525901098901,-0.0004948021978021
-0.0004189103296703,-0.0003337472527472,-0.0003649587301587,0.0003757808547008,-2.735006105006077e-05,-0.0003495442002442,-0.0004054588522588,-0.0001307952380952,-0.0003508652014652,-0.0003655054945054,-0.000443538095238,-0.0004887675213675
-0.0004037321855921,-0.0003094757020757,-0.0003558349206349,0.0003545687179487,-2.4310549450549165e-05,-0.0003313069841269,-0.0004085074481074,-0.0001125476190476,-0.0003417912820512,-0.0003594634920634,-0.000434486080586,-0.0004827328449328
-0.0003946252991452,-0.000288238095238,-0.0003467111111111,0.0003394171916971,-2.4310549450549165e-05,-0.0003161093040293,-0.0004085074481074,-9.125873015872984e-05,-0.000326668083028,-0.0003443584859584,-0.0004193993894993,-0.0004676461538461
-0.0004006965567765,-0.0002791362637362,-0.000334546031746,0.0003394171916971,-3.342908424908396e-05,-0.0003069906959706,-0.0003993616605616,-6.388730158730128e-05,-0.0003085202442002,-0.0003262324786324,-0.0004043126984126,-0.0004495421245421
-0.0004006965567765,-0.0002761023199023,-0.0003284634920634,0.0003363868864468,-3.6468595848595565e-05,-0.0003009116239316,-0.0003993616605616,-4.868095238095208e-05,-0.0003024709645909,-0.0003171694749694,-0.0003922433455433,-0.0004344554334554
-0.000388554041514,-0.0002578986568986,-0.0003254222222222,0.0003212353601953,-3.0389572649572364e-05,-0.000291793015873,-0.0004024102564102,-4.259841269841239e-05,-0.0002964216849816,-0.0003050854700854,-0.0003801739926739,-0.0004193687423687
-0.0003794471550671,-0.0002336271062271,-0.0003071746031746,0.0003060838339438,-3.6468595848595565e-05,-0.0002705162637362,-0.0004054588522588,-4.259841269841239e-05,-0.000293397045177,-0.0002990434676434,-0.0003681046398046,-0.0004012647130647
-0.0003794471550671,-0.0002123894993894,-0.0002919682539682,0.0002939626129426,-4.254761904761877e-05,-0.000252279047619,-0.000411556043956,-4.563968253968224e-05,-0.0002903724053724,-0.0002960224664224,-0.0003560352869352,-0.0003891953601953
-0.0003824827838827,-0.0001972197802197,-0.0002737206349206,0.000287902002442,-5.470566544566516e-05,-0.0002340418315018,-0.000411556043956,-5.172222222222191e-05,-0.0002843231257631,-0.0002869594627594,-0.0003469832722832,-0.0003741086691086
-0.0003794471550671,-0.0001881179487179,-0.0002645968253968,0.0002818413919413,-5.774517704517676e-05,-0.0002249232234432,-0.0004176532356532,-6.692857142857113e-05,-0.0002873477655677,-0.0002839384615384,-0.0003379312576312,-0.0003650566544566
-0.0003794471550671,-0.0001759821733821,-0.0002493904761904,0.0002757807814407,-6.382420024419996e-05,-0.000212765079365,-0.0004237504273504,-9.125873015872984e-05,-0.0002873477655677,-0.0002809174603174,-0.0003318965811965,-0.0003560046398046
-0.0003794471550671,-0.0001577785103785,-0.0002341841269841,0.0002666898656898,-7.294273504273476e-05,-0.0001945278632478,-0.0004328962148962,-0.0001216714285714,-0.0002903724053724,-0.0002778964590964,-0.0003198272283272,-0.0003439352869352
-0.0003794471550671,-0.0001456427350427,-0.0002250603174603,0.0002606292551892,-7.598224664224636e-05,-0.0001854092551892,-0.0004481391941391,-0.0001581666666666,-0.0002964216849816,-0.0002748754578754,-0.0003137925518925,-0.0003348832722832
-0.0003794471550671,-0.0001486766788766,-0.0002281015873015,0.0002636595604395,-7.598224664224636e-05,-0.0001884487912087,-0.0004603335775335,-0.0002068269841269,-0.0003115448840048,-0.0002839384615384,-0.0003168098901098,-0.0003348832722832
-0.000388554041514,-0.0001577785103785,-0.0002281015873015,0.0002727504761904,-7.902175824175796e-05,-0.0001914883272283,-0.0004694793650793,-0.0002585285714285,-0.000326668083028,-0.0002899804639804,-0.0003198272283272,-0.0003379006105006
-0.0004006965567765,-0.0001699142857142,-0.0002281015873015,0.0002848716971916,-8.510078144078116e-05,-0.0001975673992673,-0.0004755765567765,-0.0003102301587301,-0.0003417912820512,-0.0002990434676434,-0.0003258619047619,-0.0003409179487179
-0.0004098034432234,-0.000185084004884,-0.0002311428571428,0.0002969929181929,-8.814029304029276e-05,-0.000206686007326,-0.0004816737484737,-0.0003619317460317,-0.0003599391208791,-0.0003081064713064,-0.0003318965811965,-0.0003469526251526
-0.0004189103296703,-0.0002063216117216,-0.0002433079365079,0.0003121444444444,-8.814029304029276e-05,-0.0002249232234432,-0.0004938681318681,-0.0004075507936507,-0.0003811115995115,-0.0003201904761904,-0.0003439659340659,-0.0003590219780219
-0.0004249815873015,-0.0002336271062271,-0.0002615555555555,0.0003272959706959,-8.206126984126955e-05,-0.0002461999755799,-0.0005060625152625,-0.0004531698412698,-0.000402284078144,-0.0003383164835164,-0.0003620699633699,-0.000377126007326
-0.0004340884737484,-0.0002639665445665,-0.0002798031746031,0.0003485081074481,-7.598224664224636e-05,-0.0002705162637362,-0.0005091111111111,-0.0004987888888888,-0.0004264811965811,-0.0003594634920634,-0.0003831913308913,-0.0004012647130647
-0.0004523022466422,-0.0002973399267399,-0.0002919682539682,0.0003727505494505,-7.902175824175796e-05,-0.0002948325518925,-0.0005060625152625,-0.0005383253968253,-0.0004476536752136,-0.0003775894993894,-0.0004043126984126,-0.000422386080586
-0.0004644447619047,-0.0003216114774114,-0.0003041333333333,0.0003909323809523,-7.902175824175796e-05,-0.0003130697680097,-0.0005060625152625,-0.0005717793650793,-0.0004688261538461,-0.0003926945054945,-0.0004224167277167,-0.0004435074481074
-0.0004674803907203,-0.0003489169719169,-0.0003284634920634,0.0004060839072039,-6.990322344322315e-05,-0.000337386056166,-0.0005091111111111,-0.000602192063492,-0.0004869739926739,-0.0004138415140415,-0.000443538095238,-0.0004616114774114
-0.0004856941636141,-0.0003853242979242,-0.0003527936507936,0.0004333566544566,-6.686371184371155e-05,-0.0003677814163614,-0.0005060625152625,-0.0006295634920634,-0.0005051218315018,-0.0004289465201465,-0.0004586247863247,-0.0004797155067155
-0.0005039079365079,-0.0004186976800976,-0.0003740825396825,0.0004606294017094,-6.382420024419996e-05,-0.0003951372405372,-0.0004999653235653,-0.0006538936507936,-0.0005262943101343,-0.0004440515262515,-0.0004767288156288,-0.0004978195360195
-0.0005039079365079,-0.0004460031746031,-0.0003953714285714,0.0004727506227106,-5.470566544566516e-05,-0.0004194535286935,-0.0004999653235653,-0.0006751825396825,-0.0005474667887667,-0.0004621775335775,-0.0004918155067155,-0.0005129062271062
-0.0005008723076923,-0.0004642068376068,-0.0004166603174603,0.0004818415384615,-4.254761904761877e-05,-0.0004407302808302,-0.0005030139194139,-0.0006934301587301,-0.0005625899877899,-0.0004742615384615,-0.0005038848595848,-0.0005249755799755
-0.0005039079365079,-0.0004702747252747,-0.0004197015873015,0.0004848718437118,-4.254761904761877e-05,-0.0004437698168498,-0.0005091111111111,-0.0007055952380952,-0.0005686392673992,-0.0004803035409035,-0.0005069021978021,-0.0005310102564102
