I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-194.0,-415.0,-644.0,-882.0,-1112.0,-1363,-145.0,-372.0,-595.0,-838.0,-1069.0,-1299.0
-194.0,-413.0,-646.0,-882.0,-1111.0,-1364,-144.0,-372.0,-594.0,-838.0,-1069.0,-1299.0
-194.0,-411.0,-648.0,-882.0,-1111.0,-1364,-144.0,-372.0,-594.0,-838.0,-1069.0,-1299.0
-194.0,-409.0,-649.0,-882.0,-1111.0,-1364,-144.0,-371.0,-594.0,-837.0,-1069.0,-1299.0
-194.0,-407.0,-651.0,-882.0,-1109.0,-1365,-143.0,-371.0,-593.0,-837.0,-1070.0,-1299.0
-193.0,-406.0,-652.0,-881.0,-1111.0,-1365,-143.0,-371.0,-593.0,-837.0,-1070.0,-1300.0
-193.0,-404.0,-653.0,-881.0,-1111.0,-1365,-143.0,-370.0,-592.0,-837.0,-1071.0,-1301.0
-192.0,-403.0,-654.0,-881.0,-1111.0,-1366,-143.0,-370.0,-592.0,-837.0,-1071.0,-1301.0
-192.0,-402.0,-656.0,-879.0,-1111.0,-1368,-142.0,-369.0,-592.0,-837.0,-1072.0,-1302.0
-192.0,-399.0,-657.0,-881.0,-1112.0,-1366,-142.0,-369.0,-591.0,-837.0,-1072.0,-1303.0
-192.0,-402.0,-658.0,-881.0,-1112.0,-1365,-142.0,-368.0,-591.0,-837.0,-1072.0,-1304.0
-191.0,-404.0,-659.0,-881.0,-1112.0,-1362,-141.0,-368.0,-590.0,-837.0,-1072.0,-1306.0
-191.0,-405.0,-660.0,-881.0,-1111.0,-1360,-141.0,-367.0,-590.0,-837.0,-1073.0,-1307.0
-191.0,-406.0,-661.0,-884.0,-1110.0,-1356,-141.0,-367.0,-589.0,-837.0,-1073.0,-1308.0
-190.0,-408.0,-662.0,-906.0,-1107.0,-1351,-140.0,-366.0,-588.0,-837.0,-1073.0,-1309.0
-189.0,-410.0,-663.0,-954.0,-1102.0,-1346,-140.0,-365.0,-587.0,-837.0,-1073.0,-1310.0
-189.0,-414.0,-663.0,-958.0,-1098.0,-1340,-139.0,-364.0,-586.0,-836.0,-1073.0,-1311.0
-188.0,-416.0,-663.0,-962.0,-1092.0,-1333,-138.0,-364.0,-585.0,-836.0,-1073.0,-1312.0
-187.0,-419.0,-665.0,-1006.0,-1086.0,-1326,-137.0,-363.0,-583.0,-836.0,-1073.0,-1312.0
-187.0,-421.0,-663.0,-1028.0,-1081.0,-1318,-137.0,-362.0,-582.0,-835.0,-1073.0,-1313.0
-187.0,-424.0,-663.0,-1005.0,-1076.0,-1309,-136.0,-361.0,-581.0,-835.0,-1073.0,-1313.0
-185.0,-426.0,-663.0,-996.0,-1071.0,-1301,-136.0,-361.0,-580.0,-835.0,-1073.0,-1313.0
-187.0,-427.0,-663.0,-987.0,-1066.0,-1293,-136.0,-360.0,-579.0,-834.0,-1073.0,-1315.0
-187.0,-428.0,-662.0,-978.0,-1059.0,-1285,-135.0,-359.0,-579.0,-834.0,-1073.0,-1313.0
-187.0,-429.0,-661.0,-969.0,-1055.0,-1268,-134.0,-359.0,-578.0,-834.0,-1073.0,-1313.0
-188.0,-430.0,-660.0,-959.0,-1051.0,-1288,-134.0,-358.0,-577.0,-834.0,-1073.0,-1313.0
-189.0,-430.0,-658.0,-950.0,-1041.0,-1304,-133.0,-357.0,-577.0,-834.0,-1073.0,-1312.0
-190.0,-430.0,-656.0,-939.0,-1051.0,-1310,-132.0,-357.0,-576.0,-834.0,-1073.0,-1310.0
-191.0,-430.0,-653.0,-930.0,-1057.0,-1328,-132.0,-356.0,-575.0,-834.0,-1073.0,-1309.0
-193.0,-431.0,-650.0,-921.0,-1066.0,-1349,-131.0,-356.0,-575.0,-834.0,-1073.0,-1307.0
-194.0,-431.0,-647.0,-911.0,-1079.0,-1355,-130.0,-353.0,-572.0,-834.0,-1073.0,-1305.0
-195.0,-434.0,-643.0,-904.0,-1087.0,-1360,-129.0,-356.0,-575.0,-835.0,-1074.0,-1302.0
-195.0,-431.0,-640.0,-898.0,-1096.0,-1364,-128.0,-356.0,-575.0,-835.0,-1074.0,-1300.0
-195.0,-430.0,-632.0,-894.0,-1105.0,-1364,-128.0,-357.0,-576.0,-836.0,-1074.0,-1298.0
-195.0,-428.0,-645.0,-890.0,-1112.0,-1365,-127.0,-357.0,-576.0,-838.0,-1074.0,-1296.0
-195.0,-425.0,-650.0,-886.0,-1114.0,-1365,-126.0,-358.0,-577.0,-839.0,-1075.0,-1293.0
-195.0,-421.0,-656.0,-884.0,-1115.0,-1366,-123.0,-359.0,-579.0,-840.0,-1075.0,-1291.0
-195.0,-415.0,-662.0,-882.0,-1116.0,-1366,-126.0,-360.0,-580.0,-841.0,-1075.0,-1290.0
-195.0,-409.0,-673.0,-881.0,-1117.0,-1368,-127.0,-362.0,-582.0,-843.0,-1075.0,-1288.0
-195.0,-403.0,-679.0,-879.0,-1117.0,-1366,-127.0,-363.0,-584.0,-844.0,-1076.0,-1286.0
-195.0,-395.0,-686.0,-878.0,-1117.0,-1366,-128.0,-365.0,-586.0,-846.0,-1076.0,-1285.0
-195.0,-386.0,-680.0,-877.0,-1118.0,-1366,-128.0,-366.0,-588.0,-847.0,-1076.0,-1284.0
-195.0,-374.0,-677.0,-877.0,-1118.0,-1365,-129.0,-368.0,-590.0,-849.0,-1076.0,-1284.0
-195.0,-363.0,-672.0,-876.0,-1118.0,-1365,-130.0,-369.0,-592.0,-850.0,-1077.0,-1283.0
-195.0,-352.0,-668.0,-875.0,-1118.0,-1365,-131.0,-371.0,-593.0,-852.0,-1077.0,-1283.0
-193.0,-340.0,-666.0,-875.0,-1118.0,-1365,-132.0,-372.0,-595.0,-853.0,-1077.0,-1280.0
-190.0,-327.0,-662.0,-875.0,-1118.0,-1365,-134.0,-374.0,-597.0,-854.0,-1079.0,-1283.0
-186.0,-316.0,-661.0,-873.0,-1118.0,-1365,-135.0,-375.0,-598.0,-855.0,-1077.0,-1283.0
-181.0,-306.0,-660.0,-875.0,-1118.0,-1364,-136.0,-376.0,-599.0,-856.0,-1077.0,-1283.0
-173.0,-280.0,-660.0,-875.0,-1118.0,-1365,-137.0,-377.0,-600.0,-856.0,-1077.0,-1284.0
-166.0,-306.0,-660.0,-875.0,-1119.0,-1365,-138.0,-377.0,-601.0,-856.0,-1077.0,-1284.0
-157.0,-341.0,-660.0,-875.0,-1119.0,-1365,-139.0,-377.0,-602.0,-859.0,-1076.0,-1285.0
-150.0,-347.0,-660.0,-876.0,-1119.0,-1365,-140.0,-379.0,-602.0,-856.0,-1076.0,-1286.0
-141.0,-363.0,-660.0,-876.0,-1119.0,-1366,-141.0,-377.0,-604.0,-855.0,-1074.0,-1286.0
