I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-877.0,-877.0,-897.0,-983,-1293.0,-1520.0,-153.0,-377.0,-599.0,-599.0,-1289.0,-1289.0
-870.0,-870.0,-894.0,-985,-984.0,-1520.0,-153.0,-377.0,-599.0,-599.0,-1289.0,-1289.0
-858.0,-858.0,-889.0,-983,-983.0,-1487.0,-153.0,-377.0,-599.0,-599.0,-1289.0,-1289.0
-820.0,-820.0,-884.0,-903,-983.0,-1483.0,-153.0,-377.0,-599.0,-599.0,-1289.0,-1289.0
-816.0,-816.0,-877.0,-902,-982.0,-1481.0,-153.0,-377.0,-599.0,-599.0,-1288.0,-1288.0
-815.0,-815.0,-870.0,-902,-983.0,-1541.0,-153.0,-377.0,-598.0,-598.0,-1288.0,-1288.0
-812.0,-812.0,-858.0,-903,-983.0,-1541.0,-153.0,-377.0,-598.0,-598.0,-1288.0,-1288.0
-812.0,-812.0,-820.0,-904,-984.0,-1545.0,-153.0,-377.0,-598.0,-596.0,-1288.0,-1286.0
-846.0,-846.0,-816.0,-903,-985.0,-1550.0,-154.0,-378.0,-596.0,-598.0,-1288.0,-1288.0
-791.0,-791.0,-815.0,-903,-989.0,-1578.0,-154.0,-378.0,-598.0,-598.0,-1288.0,-1288.0
-784.0,-784.0,-812.0,-902,-992.0,-1402.0,-154.0,-378.0,-598.0,-823.0,-1288.0,-1288.0
-770.0,-770.0,-812.0,-900,-996.0,-1400.0,-154.0,-377.0,-598.0,-821.0,-1288.0,-1288.0
-742.0,-742.0,-846.0,-897,-999.0,-1395.0,-155.0,-377.0,-599.0,-822.0,-1289.0,-1289.0
-735.0,-735.0,-791.0,-894,-1006.0,-1391.0,-154.0,-377.0,-599.0,-823.0,-1290.0,-1290.0
-723.0,-723.0,-784.0,-889,-1014.0,-1383.0,-154.0,-377.0,-599.0,-823.0,-1292.0,-1292.0
-565.0,-717.0,-770.0,-884,-1027.0,-1377.0,-154.0,-375.0,-600.0,-824.0,-1292.0,-1292.0
-558.0,-709.0,-742.0,-877,-1038.0,-1370.0,-154.0,-377.0,-601.0,-825.0,-1293.0,-1293.0
-546.0,-700.0,-735.0,-870,-1048.0,-1364.0,-153.0,-377.0,-602.0,-825.0,-1293.0,-1293.0
-535.0,-690.0,-723.0,-858,-1091.0,-1356.0,-153.0,-377.0,-602.0,-835.0,-1294.0,-1294.0
-527.0,-681.0,-717.0,-820,-1096.0,-1350.0,-153.0,-377.0,-603.0,-835.0,-1294.0,-1294.0
-183.0,-673.0,-709.0,-816,-1104.0,-1345.0,-152.0,-377.0,-604.0,-836.0,-1294.0,-1294.0
-184.0,-665.0,-700.0,-815,-1111.0,-1342.0,-152.0,-388.0,-604.0,-836.0,-1294.0,-1294.0
-184.0,-657.0,-690.0,-786,-1116.0,-1338.0,-152.0,-389.0,-605.0,-836.0,-1295.0,-1295.0
-185.0,-651.0,-681.0,-812,-1120.0,-1335.0,-152.0,-389.0,-605.0,-836.0,-1295.0,-1295.0
-184.0,-644.0,-673.0,-816,-1124.0,-1332.0,-152.0,-388.0,-606.0,-836.0,-1297.0,-1295.0
-182.0,-640.0,-665.0,-837,-1127.0,-1331.0,-152.0,-388.0,-606.0,-836.0,-1295.0,-1295.0
-179.0,-636.0,-657.0,-844,-1128.0,-1330.0,-152.0,-388.0,-606.0,-836.0,-1295.0,-1295.0
-177.0,-449.0,-651.0,-854,-1130.0,-1329.0,-152.0,-387.0,-606.0,-836.0,-1295.0,-1295.0
-173.0,-444.0,-644.0,-861,-1131.0,-1328.0,-152.0,-388.0,-606.0,-836.0,-1294.0,-1294.0
-176.0,-439.0,-640.0,-867,-1131.0,-1328.0,-152.0,-388.0,-606.0,-836.0,-1294.0,-1294.0
-177.0,-433.0,-636.0,-872,-1131.0,-1327.0,-152.0,-388.0,-605.0,-836.0,-1294.0,-1294.0
-180.0,-428.0,-632.0,-877,-1132.0,-1327.0,-152.0,-388.0,-605.0,-836.0,-1293.0,-1293.0
-183.0,-421.0,-630.0,-881,-1132.0,-1327.0,-152.0,-389.0,-605.0,-836.0,-1293.0,-1293.0
-187.0,-415.0,-628.0,-884,-1133.0,-1326.0,-152.0,-389.0,-605.0,-836.0,-1293.0,-1293.0
-190.0,-411.0,-627.0,-886,-1133.0,-1326.0,-152.0,-389.0,-605.0,-835.0,-1293.0,-1293.0
-193.0,-408.0,-626.0,-889,-1133.0,-1326.0,-152.0,-389.0,-605.0,-835.0,-1293.0,-1293.0
-196.0,-405.0,-625.0,-890,-1134.0,-1326.0,-152.0,-389.0,-604.0,-834.0,-1293.0,-1293.0
-198.0,-403.0,-624.0,-891,-1134.0,-1325.0,-152.0,-389.0,-604.0,-834.0,-1292.0,-1292.0
-198.0,-401.0,-623.0,-892,-1134.0,-1324.0,-152.0,-389.0,-604.0,-834.0,-1290.0,-1290.0
-198.0,-400.0,-623.0,-893,-1134.0,-1323.0,-152.0,-389.0,-604.0,-833.0,-1288.0,-1288.0
-197.0,-399.0,-622.0,-893,-1135.0,-1322.0,-152.0,-388.0,-603.0,-832.0,-1286.0,-1286.0
-197.0,-398.0,-622.0,-893,-1135.0,-1322.0,-152.0,-387.0,-603.0,-831.0,-1283.0,-1283.0
-197.0,-397.0,-622.0,-893,-1136.0,-1321.0,-151.0,-385.0,-601.0,-829.0,-1281.0,-1281.0
-196.0,-397.0,-622.0,-893,-1136.0,-1320.0,-150.0,-383.0,-600.0,-827.0,-1279.0,-1279.0
-196.0,-397.0,-622.0,-893,-1137.0,-1320.0,-148.0,-380.0,-597.0,-823.0,-1277.0,-1277.0
-195.0,-397.0,-621.0,-893,-1138.0,-1319.0,-146.0,-378.0,-596.0,-821.0,-1276.0,-1271.0
-195.0,-397.0,-621.0,-894,-1138.0,-1318.0,-143.0,-376.0,-593.0,-820.0,-1277.0,-1277.0
-195.0,-396.0,-621.0,-894,-1138.0,-1318.0,-139.0,-139.0,-591.0,-813.0,-1279.0,-1279.0
-193.0,-396.0,-620.0,-894,-1139.0,-1316.0,-136.0,-136.0,-589.0,-819.0,-1282.0,-1282.0
-195.0,-396.0,-619.0,-894,-1139.0,-1313.0,-133.0,-133.0,-588.0,-820.0,-1288.0,-1288.0
-195.0,-395.0,-618.0,-894,-1140.0,-1311.0,-131.0,-131.0,-369.0,-821.0,-1295.0,-1295.0
-195.0,-395.0,-617.0,-895,-1140.0,-1309.0,-126.0,-126.0,-372.0,-828.0,-1298.0,-1298.0
-196.0,-394.0,-617.0,-895,-1140.0,-1308.0,-133.0,-133.0,-127.0,-835.0,-1302.0,-1302.0
-196.0,-393.0,-616.0,-895,-1141.0,-1307.0,-136.0,-136.0,-136.0,-839.0,-1307.0,-1307.0
-196.0,-392.0,-615.0,-895,-1141.0,-1305.0,-140.0,-140.0,-140.0,-844.0,-1318.0,-1318.0
-196.0,-392.0,-614.0,-896,-1142.0,-1304.0,-141.0,-141.0,-141.0,-851.0,-1323.0,-1323.0
-196.0,-391.0,-614.0,-896,-1143.0,-1302.0,-146.0,-146.0,-146.0,-857.0,-1328.0,-1328.0
-196.0,-391.0,-613.0,-897,-1143.0,-1301.0,-151.0,-151.0,-151.0,-862.0,-1332.0,-1332.0
-196.0,-390.0,-612.0,-897,-1144.0,-1299.0,-156.0,-156.0,-156.0,-1174.0,-1346.0,-1346.0
-196.0,-390.0,-612.0,-898,-1146.0,-1298.0,-162.0,-162.0,-162.0,-1178.0,-1333.0,-1333.0
-196.0,-389.0,-610.0,-899,-1147.0,-1297.0,-168.0,-168.0,-168.0,-1184.0,-1336.0,-1336.0
-196.0,-388.0,-609.0,-900,-1148.0,-1295.0,-173.0,-173.0,-173.0,-1191.0,-1333.0,-1333.0
-197.0,-387.0,-608.0,-901,-1150.0,-1293.0,-176.0,-176.0,-176.0,-1199.0,-1332.0,-1332.0
-197.0,-385.0,-605.0,-902,-1152.0,-1290.0,-180.0,-180.0,-180.0,-1241.0,-1331.0,-1331.0
-198.0,-383.0,-603.0,-903,-1154.0,-1287.0,-183.0,-183.0,-183.0,-1323.0,-1323.0,-1323.0
-198.0,-382.0,-601.0,-905,-1156.0,-1282.0,-184.0,-184.0,-184.0,-1325.0,-1325.0,-1325.0
-198.0,-380.0,-599.0,-906,-1160.0,-1279.0,-185.0,-185.0,-185.0,-1330.0,-1330.0,-1330.0
-198.0,-378.0,-596.0,-907,-1162.0,-1276.0,-186.0,-186.0,-186.0,-1344.0,-1344.0,-1344.0
-197.0,-376.0,-594.0,-908,-1164.0,-1272.0,-186.0,-186.0,-186.0,-1349.0,-1349.0,-1349.0
-196.0,-374.0,-592.0,-909,-1167.0,-1268.0,-186.0,-186.0,-186.0,-1354.0,-1354.0,-1354.0
-196.0,-372.0,-588.0,-910,-1169.0,-1264.0,-186.0,-186.0,-186.0,-1358.0,-1358.0,-1358.0
-195.0,-370.0,-586.0,-912,-1171.0,-1260.0,-186.0,-186.0,-186.0,-1363.0,-1363.0,-1363.0
-195.0,-369.0,-583.0,-913,-1173.0,-1256.0,-187.0,-187.0,-187.0,-1366.0,-1366.0,-1366.0
-195.0,-367.0,-580.0,-915,-1175.0,-1252.0,-187.0,-187.0,-187.0,-1374.0,-1374.0,-1374.0
-192.0,-364.0,-576.0,-917,-1177.0,-1248.0,-188.0,-188.0,-188.0,-1366.0,-1366.0,-1366.0
-194.0,-362.0,-573.0,-919,-1179.0,-1244.0,-188.0,-188.0,-188.0,-1363.0,-1363.0,-1363.0
-195.0,-358.0,-570.0,-921,-1181.0,-1240.0,-191.0,-191.0,-191.0,-1355.0,-1355.0,-1355.0
-195.0,-356.0,-566.0,-923,-1183.0,-1236.0,-193.0,-193.0,-193.0,-1343.0,-1343.0,-1343.0
-196.0,-352.0,-562.0,-926,-1185.0,-1232.0,-197.0,-197.0,-197.0,-1319.0,-1319.0,-1319.0
-196.0,-349.0,-558.0,-929,-1186.0,-1228.0,-204.0,-204.0,-204.0,-1311.0,-1311.0,-1311.0
-197.0,-345.0,-554.0,-931,-1187.0,-1224.0,-210.0,-210.0,-210.0,-1289.0,-1289.0,-1289.0
-197.0,-342.0,-549.0,-934,-1190.0,-1220.0,-214.0,-214.0,-214.0,-1467.0,-1467.0,-1467.0
-198.0,-338.0,-545.0,-938,-1188.0,-1216.0,-218.0,-218.0,-218.0,-1416.0,-1416.0,-1416.0
-198.0,-335.0,-542.0,-941,-1187.0,-1214.0,-229.0,-221.0,-221.0,-1400.0,-1400.0,-1400.0
-198.0,-331.0,-538.0,-944,-1187.0,-1212.0,-221.0,-221.0,-221.0,-1386.0,-1386.0,-1386.0
-198.0,-328.0,-534.0,-947,-1186.0,-1210.0,-216.0,-216.0,-216.0,-1372.0,-1372.0,-1372.0
-198.0,-324.0,-531.0,-950,-1184.0,-1206.0,-209.0,-209.0,-209.0,-1352.0,-1352.0,-1352.0
-198.0,-319.0,-527.0,-952,-1183.0,-1210.0,-202.0,-202.0,-202.0,-1339.0,-1339.0,-1339.0
-197.0,-315.0,-523.0,-954,-1180.0,-1211.0,-197.0,-197.0,-197.0,-1332.0,-1332.0,-1332.0
-197.0,-310.0,-520.0,-956,-1178.0,-1215.0,-190.0,-190.0,-190.0,-1321.0,-1321.0,-1321.0
-196.0,-305.0,-517.0,-957,-1175.0,-1219.0,-183.0,-183.0,-183.0,-1310.0,-1310.0,-1310.0
-196.0,-300.0,-516.0,-957,-1170.0,-1224.0,-178.0,-178.0,-178.0,-1305.0,-1305.0,-1305.0
-195.0,-295.0,-514.0,-958,-1167.0,-1229.0,-173.0,-173.0,-173.0,-1299.0,-1299.0,-1299.0
-194.0,-291.0,-513.0,-960,-1164.0,-1236.0,-168.0,-168.0,-168.0,-1064.0,-1064.0,-1295.0
-194.0,-288.0,-509.0,-958,-1160.0,-1243.0,-164.0,-164.0,-164.0,-1061.0,-1061.0,-1292.0
-193.0,-286.0,-513.0,-957,-1157.0,-1251.0,-161.0,-161.0,-161.0,-1057.0,-1057.0,-1288.0
-193.0,-283.0,-515.0,-956,-1154.0,-1258.0,-157.0,-157.0,-157.0,-1054.0,-1054.0,-1285.0
-193.0,-281.0,-520.0,-955,-1151.0,-1265.0,-153.0,-153.0,-153.0,-1050.0,-1050.0,-1283.0
-192.0,-280.0,-523.0,-953,-1149.0,-1271.0,-152.0,-152.0,-152.0,-1047.0,-1047.0,-1281.0
-192.0,-276.0,-528.0,-952,-1147.0,-1278.0,-150.0,-150.0,-150.0,-1044.0,-1044.0,-1279.0
-191.0,-281.0,-534.0,-950,-1146.0,-1284.0,-149.0,-149.0,-149.0,-1043.0,-1043.0,-1278.0
-191.0,-283.0,-542.0,-948,-1144.0,-1289.0,-149.0,-149.0,-149.0,-1042.0,-1042.0,-1277.0
-190.0,-285.0,-549.0,-946,-1143.0,-1295.0,-148.0,-148.0,-148.0,-1040.0,-1040.0,-1277.0
