I,II,III,aVR,aVL,aVF,v1,v2,v3,v4,v5,v6
-0.0004644447619047,-0.0003155435897435,-0.0003071746031746,0.000387902075702,-7.902175824175796e-05,-0.0003100302319902,-0.0006493465201465,-0.0006295634920634,-0.0005777131868131,-0.0004017575091575,-0.0003620699633699,-0.0002775538461538
-0.0004765872771672,-0.0003367811965811,-0.0003162984126984,0.0004060839072039,-7.902175824175796e-05,-0.0003252279120879,-0.0006493465201465,-0.0006538936507936,-0.0005928363858363,-0.0004168625152625,-0.0003741393162393,-0.0002926405372405
-0.0004826585347985,-0.0003549848595848,-0.0003315047619047,0.0004182051282051,-7.598224664224636e-05,-0.0003434651282051,-0.0006523951159951,-0.0006721412698412,-0.0006079595848595,-0.0004259255189255,-0.0003831913308913,-0.0003077272283272
-0.0004856941636141,-0.0003762224664224,-0.0003527936507936,0.0004303263492063,-6.686371184371155e-05,-0.0003647418803418,-0.0006584923076923,-0.0006934301587301,-0.0006230827838827,-0.0004380095238095,-0.000398278021978,-0.0003258312576312
-0.0004917654212454,-0.000400494017094,-0.0003740825396825,0.0004454778754578,-5.774517704517676e-05,-0.0003860186324786,-0.0006645894993894,-0.0007116777777777,-0.0006382059829059,-0.0004531145299145,-0.000416382051282,-0.0003439352869352
-0.0005008723076923,-0.0004186976800976,-0.0003740825396825,0.000457599096459,-6.382420024419996e-05,-0.0003951372405372,-0.0006615409035409,-0.0007299253968253,-0.0006472799023199,-0.0004651985347985,-0.0004314687423687,-0.0003590219780219
-0.0005099791941391,-0.0004308334554334,-0.0003771238095238,0.0004697203174603,-6.686371184371155e-05,-0.0004042558485958,-0.0006584923076923,-0.0007420904761904,-0.0006563538217338,-0.0004712405372405,-0.0004375034188034,-0.0003680739926739
-0.0005130148229548,-0.0004460031746031,-0.0003862476190476,0.0004788112332112,-6.382420024419996e-05,-0.0004164139926739,-0.0006554437118437,-0.000748173015873,-0.0006624031013431,-0.0004772825396825,-0.000443538095238,-0.0003801433455433
-0.0005099791941391,-0.000452071062271,-0.0003953714285714,0.0004788112332112,-5.774517704517676e-05,-0.000422493064713,-0.0006584923076923,-0.000760338095238,-0.000671477020757,-0.0004863455433455,-0.0004556074481074,-0.0003891953601953
-0.0005160504517704,-0.0004611728937728,-0.0003984126984126,0.0004879021489621,-5.774517704517676e-05,-0.0004285721367521,-0.0006584923076923,-0.0007664206349206,-0.0006805509401709,-0.0004954085470085,-0.0004646594627594,-0.0004012647130647
-0.0005251573382173,-0.0004733086691086,-0.0004044952380952,0.000496993064713,-6.078468864468836e-05,-0.0004376907448107,-0.0006554437118437,-0.0007664206349206,-0.0006805509401709,-0.0004984295482295,-0.0004676768009768,-0.000404282051282
-0.0005281929670329,-0.0004854444444444,-0.0004166603174603,0.0005060839804639,-5.470566544566516e-05,-0.0004498488888888,-0.0006523951159951,-0.0007694619047619,-0.0006805509401709,-0.0004954085470085,-0.0004676768009768,-0.000404282051282
-0.0005221217094017,-0.0004915123321123,-0.0004288253968253,0.0005060839804639,-4.558713064713037e-05,-0.0004589674969474,-0.0006554437118437,-0.0007725031746031,-0.0006866002197802,-0.0005014505494505,-0.0004706941391941,-0.000404282051282
-0.0005251573382173,-0.0004915123321123,-0.0004257841269841,0.0005060839804639,-4.862664224664196e-05,-0.0004589674969474,-0.0006554437118437,-0.0007755444444444,-0.0006866002197802,-0.0005014505494505,-0.0004706941391941,-0.000404282051282
