aVR,aVL,aVF,V4,V5,V6,V1,V2,V3,I,II,III
-124.0,-307.0,-487,-132.0,-308.0,-485.0,-151.0,-310.0,-517.0,-134.0,-309.0,-488.0
-127.0,-308.0,-486,-132.0,-308.0,-485.0,-152.0,-308.0,-520.0,-134.0,-310.0,-488.0
-128.0,-308.0,-485,-132.0,-308.0,-486.0,-154.0,-305.0,-522.0,-135.0,-311.0,-487.0
-129.0,-308.0,-484,-132.0,-308.0,-485.0,-155.0,-303.0,-525.0,-136.0,-312.0,-486.0
-130.0,-309.0,-484,-132.0,-308.0,-485.0,-157.0,-303.0,-527.0,-137.0,-313.0,-485.0
-131.0,-309.0,-487,-132.0,-308.0,-485.0,-158.0,-301.0,-528.0,-136.0,-314.0,-483.0
-132.0,-309.0,-494,-132.0,-309.0,-485.0,-160.0,-303.0,-528.0,-135.0,-315.0,-482.0
-132.0,-309.0,-500,-132.0,-308.0,-485.0,-159.0,-303.0,-530.0,-135.0,-314.0,-482.0
-133.0,-309.0,-505,-133.0,-308.0,-485.0,-158.0,-304.0,-527.0,-135.0,-314.0,-479.0
-133.0,-309.0,-512,-132.0,-308.0,-485.0,-157.0,-304.0,-525.0,-135.0,-313.0,-481.0
-133.0,-309.0,-504,-132.0,-308.0,-484.0,-156.0,-305.0,-523.0,-134.0,-311.0,-482.0
-133.0,-309.0,-499,-132.0,-308.0,-484.0,-154.0,-306.0,-519.0,-134.0,-310.0,-483.0
-133.0,-309.0,-494,-132.0,-308.0,-484.0,-152.0,-306.0,-515.0,-134.0,-308.0,-485.0
-133.0,-309.0,-490,-132.0,-308.0,-484.0,-149.0,-307.0,-511.0,-134.0,-307.0,-486.0
-133.0,-309.0,-487,-132.0,-307.0,-484.0,-146.0,-307.0,-507.0,-135.0,-311.0,-488.0
-133.0,-310.0,-487,-132.0,-307.0,-484.0,-143.0,-307.0,-503.0,-136.0,-317.0,-488.0
-133.0,-310.0,-486,-132.0,-306.0,-484.0,-141.0,-307.0,-498.0,-138.0,-325.0,-489.0
-133.0,-310.0,-486,-131.0,-306.0,-486.0,-138.0,-307.0,-494.0,-136.0,-331.0,-488.0
-133.0,-311.0,-486,-130.0,-306.0,-484.0,-136.0,-307.0,-490.0,-136.0,-337.0,-488.0
-133.0,-311.0,-486,-130.0,-307.0,-484.0,-133.0,-307.0,-487.0,-135.0,-330.0,-487.0
-133.0,-311.0,-486,-130.0,-307.0,-483.0,-131.0,-307.0,-483.0,-135.0,-326.0,-487.0
-133.0,-311.0,-485,-130.0,-307.0,-484.0,-130.0,-307.0,-480.0,-134.0,-321.0,-486.0
-133.0,-311.0,-485,-130.0,-307.0,-484.0,-128.0,-307.0,-478.0,-133.0,-317.0,-485.0
-133.0,-311.0,-485,-131.0,-307.0,-484.0,-126.0,-308.0,-477.0,-132.0,-314.0,-484.0
-134.0,-312.0,-485,-131.0,-307.0,-485.0,-128.0,-308.0,-475.0,-132.0,-312.0,-484.0
-134.0,-313.0,-485,-131.0,-307.0,-485.0,-128.0,-308.0,-477.0,-134.0,-311.0,-487.0
-134.0,-314.0,-485,-131.0,-307.0,-485.0,-129.0,-309.0,-477.0,-135.0,-310.0,-492.0
-135.0,-313.0,-484,-131.0,-308.0,-487.0,-129.0,-310.0,-478.0,-136.0,-310.0,-498.0
-135.0,-312.0,-484,-132.0,-308.0,-485.0,-130.0,-309.0,-478.0,-136.0,-310.0,-505.0
-135.0,-311.0,-484,-132.0,-309.0,-485.0,-130.0,-308.0,-479.0,-137.0,-310.0,-511.0
-136.0,-310.0,-484,-133.0,-308.0,-483.0,-130.0,-307.0,-480.0,-138.0,-309.0,-504.0
-137.0,-310.0,-484,-132.0,-308.0,-478.0,-132.0,-306.0,-480.0,-139.0,-309.0,-499.0
-137.0,-310.0,-484,-132.0,-306.0,-481.0,-132.0,-306.0,-481.0,-142.0,-309.0,-492.0
-137.0,-310.0,-484,-132.0,-302.0,-483.0,-132.0,-306.0,-481.0,-138.0,-309.0,-488.0
-137.0,-312.0,-484,-131.0,-298.0,-486.0,-133.0,-308.0,-481.0,-137.0,-309.0,-486.0
-137.0,-310.0,-483,-127.0,-286.0,-490.0,-133.0,-309.0,-482.0,-135.0,-309.0,-485.0
-138.0,-310.0,-483,-118.0,-293.0,-494.0,-134.0,-311.0,-482.0,-134.0,-308.0,-485.0
-138.0,-309.0,-482,-110.0,-301.0,-492.0,-133.0,-309.0,-482.0,-134.0,-308.0,-486.0
-139.0,-309.0,-481,-95.0,-311.0,-491.0,-133.0,-308.0,-482.0,-133.0,-308.0,-488.0
-138.0,-309.0,-481,-115.0,-321.0,-491.0,-133.0,-308.0,-483.0,-133.0,-308.0,-486.0
-138.0,-309.0,-480,-130.0,-329.0,-491.0,-132.0,-307.0,-483.0,-133.0,-308.0,-486.0
-138.0,-309.0,-479,-151.0,-326.0,-490.0,-132.0,-307.0,-483.0,-135.0,-307.0,-486.0
-137.0,-309.0,-479,-165.0,-323.0,-489.0,-133.0,-308.0,-483.0,-134.0,-307.0,-486.0
-137.0,-309.0,-478,-172.0,-320.0,-487.0,-133.0,-309.0,-483.0,-133.0,-307.0,-485.0
-136.0,-308.0,-478,-164.0,-317.0,-485.0,-133.0,-308.0,-484.0,-133.0,-306.0,-485.0
-136.0,-307.0,-477,-156.0,-315.0,-484.0,-134.0,-307.0,-483.0,-132.0,-305.0,-486.0
-136.0,-305.0,-475,-151.0,-312.0,-483.0,-133.0,-305.0,-483.0,-130.0,-305.0,-486.0
-135.0,-307.0,-476,-146.0,-311.0,-483.0,-133.0,-302.0,-483.0,-132.0,-304.0,-488.0
-135.0,-308.0,-477,-144.0,-309.0,-484.0,-133.0,-296.0,-483.0,-132.0,-303.0,-486.0
-134.0,-309.0,-477,-138.0,-309.0,-484.0,-132.0,-288.0,-483.0,-133.0,-302.0,-486.0
-134.0,-308.0,-477,-135.0,-309.0,-484.0,-132.0,-281.0,-482.0,-133.0,-302.0,-486.0
-134.0,-308.0,-478,-134.0,-309.0,-484.0,-131.0,-271.0,-482.0,-133.0,-301.0,-485.0
-134.0,-305.0,-478,-134.0,-309.0,-484.0,-131.0,-289.0,-479.0,-133.0,-300.0,-485.0
-134.0,-307.0,-478,-134.0,-309.0,-485.0,-132.0,-297.0,-481.0,-133.0,-300.0,-485.0
-134.0,-308.0,-479,-135.0,-309.0,-484.0,-132.0,-307.0,-482.0,-133.0,-300.0,-484.0
-134.0,-308.0,-479,-136.0,-309.0,-484.0,-133.0,-312.0,-482.0,-133.0,-299.0,-484.0
-134.0,-308.0,-480,-136.0,-309.0,-484.0,-134.0,-307.0,-483.0,-131.0,-299.0,-483.0
-133.0,-308.0,-481,-137.0,-310.0,-484.0,-135.0,-304.0,-483.0,-133.0,-297.0,-483.0
-133.0,-308.0,-482,-137.0,-310.0,-484.0,-134.0,-302.0,-483.0,-133.0,-299.0,-482.0
-133.0,-308.0,-482,-138.0,-311.0,-484.0,-133.0,-298.0,-483.0,-135.0,-299.0,-481.0
-133.0,-308.0,-483,-139.0,-311.0,-483.0,-132.0,-302.0,-483.0,-133.0,-300.0,-480.0
-133.0,-308.0,-483,-140.0,-312.0,-483.0,-132.0,-305.0,-483.0,-133.0,-300.0,-479.0
-133.0,-308.0,-484,-141.0,-312.0,-483.0,-132.0,-308.0,-483.0,-133.0,-301.0,-478.0
-133.0,-305.0,-484,-142.0,-313.0,-482.0,-132.0,-311.0,-484.0,-132.0,-302.0,-476.0
-131.0,-307.0,-484,-144.0,-313.0,-482.0,-132.0,-312.0,-484.0,-132.0,-302.0,-478.0
-133.0,-308.0,-484,-145.0,-314.0,-482.0,-131.0,-313.0,-484.0,-131.0,-303.0,-478.0
-133.0,-309.0,-486,-147.0,-314.0,-481.0,-130.0,-314.0,-480.0,-131.0,-304.0,-479.0
-133.0,-309.0,-485,-148.0,-315.0,-480.0,-129.0,-315.0,-475.0,-131.0,-305.0,-479.0
-133.0,-310.0,-484,-148.0,-314.0,-480.0,-126.0,-316.0,-464.0,-131.0,-305.0,-478.0
-133.0,-310.0,-485,-149.0,-314.0,-479.0,-122.0,-317.0,-454.0,-131.0,-306.0,-477.0
-133.0,-312.0,-485,-151.0,-313.0,-479.0,-119.0,-319.0,-432.0,-131.0,-310.0,-478.0
-133.0,-310.0,-485,-150.0,-312.0,-483.0,-115.0,-320.0,-450.0,-132.0,-310.0,-478.0
-134.0,-310.0,-487,-149.0,-311.0,-483.0,-113.0,-309.0,-469.0,-132.0,-310.0,-479.0
-134.0,-309.0,-486,-148.0,-310.0,-483.0,-112.0,-309.0,-488.0,-132.0,-310.0,-479.0
-135.0,-309.0,-485,-147.0,-309.0,-483.0,-110.0,-309.0,-508.0,-132.0,-310.0,-479.0
-135.0,-306.0,-485,-146.0,-308.0,-483.0,-107.0,-309.0,-517.0,-132.0,-310.0,-480.0
-136.0,-309.0,-485,-144.0,-308.0,-483.0,-103.0,-309.0,-509.0,-132.0,-310.0,-481.0
-136.0,-309.0,-485,-143.0,-308.0,-483.0,-100.0,-309.0,-503.0,-133.0,-310.0,-482.0
-137.0,-309.0,-485,-132.0,-308.0,-483.0,-104.0,-309.0,-497.0,-133.0,-310.0,-483.0
-136.0,-309.0,-485,-132.0,-308.0,-483.0,-112.0,-309.0,-492.0,-134.0,-310.0,-483.0
-136.0,-309.0,-485,-132.0,-308.0,-483.0,-120.0,-309.0,-490.0,-134.0,-310.0,-484.0
-136.0,-309.0,-485,-132.0,-308.0,-483.0,-128.0,-309.0,-489.0,-134.0,-310.0,-485.0
-135.0,-309.0,-485,-132.0,-308.0,-483.0,-133.0,-309.0,-488.0,-134.0,-310.0,-485.0
-134.0,-309.0,-485,-132.0,-308.0,-483.0,-135.0,-309.0,-488.0,-134.0,-310.0,-485.0
-133.0,-309.0,-485,-132.0,-308.0,-483.0,-136.0,-309.0,-489.0,-134.0,-310.0,-485.0
-132.0,-309.0,-484,-132.0,-308.0,-483.0,-137.0,-309.0,-490.0,-134.0,-310.0,-485.0
-133.0,-309.0,-483,-132.0,-308.0,-483.0,-138.0,-309.0,-491.0,-134.0,-310.0,-485.0
-133.0,-309.0,-482,-132.0,-308.0,-483.0,-138.0,-309.0,-492.0,-134.0,-310.0,-485.0
-133.0,-309.0,-481,-132.0,-308.0,-483.0,-139.0,-309.0,-493.0,-134.0,-310.0,-485.0
-133.0,-309.0,-480,-132.0,-308.0,-483.0,-139.0,-309.0,-494.0,-134.0,-310.0,-485.0
-133.0,-309.0,-480,-132.0,-308.0,-483.0,-140.0,-309.0,-496.0,-134.0,-310.0,-485.0
-133.0,-309.0,-477,-132.0,-308.0,-483.0,-133.0,-309.0,-497.0,-134.0,-310.0,-485.0
-133.0,-309.0,-479,-132.0,-308.0,-483.0,-133.0,-309.0,-486.0,-134.0,-310.0,-485.0
-133.0,-309.0,-481,-132.0,-308.0,-483.0,-133.0,-309.0,-486.0,-134.0,-310.0,-485.0
-133.0,-309.0,-482,-132.0,-308.0,-483.0,-133.0,-309.0,-486.0,-134.0,-310.0,-485.0
-133.0,-309.0,-484,-132.0,-308.0,-483.0,-133.0,-309.0,-486.0,-134.0,-310.0,-485.0
-133.0,-309.0,-485,-132.0,-308.0,-483.0,-133.0,-309.0,-486.0,-134.0,-310.0,-485.0
